lr,ag,lc,dt,cr,rg,rc,tg,tc,cc,wd,ld,fd,dw,py,mt,mn,p1,p2,pd,pf,wk1mc,wk2mc,w1,w2,w3,w4,w5,w1t,w2t,w3t,w4t,w5t,dc,lt,ll3,ll2,ll1,d2l,d1l,lbx,sr,adj1,adj8,ad1,ad8,iw,al,ldiv
L3,6,B,1200,B,g4,r30,g4,t14,-1,22,15,9.5,6,1,0,0,-1,0,0,7,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,102,-4.75,-3.5,-4.25,0.5,-0.75,-0.5,8,23.55,45.97,23.37,45.79,31.5,128,41
L2,6,B,1200,B,g4,r30,g4,t14,0,22,-1,9.5,6,1,0,0,-2,3,5,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ss,81,-8.75,-4.75,-3,5.75,1.75,-0.62,3,23.92,46.65,23.32,46.05,0.5,128,10
L1,6,B,1200,B,g4,r30,g4,t14,0,22,-1,9.5,6,1,0,0,-1,8,8,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,25,-8.5,-5.75,-2.5,6,3.25,-1.04,2,23.76,45.85,23.1,45.19,5.5,128,15
L3,6,B,1200,B,a3,r5,g1,t23,0,2,1,5,5,1,7,23.6,1,2,2,5,0,0,0,0,0,0,23,FALSE,FALSE,FALSE,FALSE,TRUE,tc,116,-4.5,-4.5,-2,2.5,2.5,-1.94,3,25.04,47.36,24.29,46.61,7,123,12
L1,6,B,1200,B,a3,r5,g1,t23,0,2,4,5,5,1,7,23.6,2,6,6,7,0,0,0,0,0,0,23,FALSE,FALSE,FALSE,FALSE,TRUE,tc,25,-5.75,-3.75,0.5,6.25,4.25,-0.83,1,23.22,45.43,23.16,45.37,0,123,4.2
L2,6,B,1200,B,a3,r5,g1,t23,0,2,1,5,5,1,7,23.6,2,5,5,11,0,0,0,0,0,0,23,FALSE,FALSE,FALSE,FALSE,TRUE,tz,102,-4.75,-6,-6.5,-1.75,-0.5,-2.41,2,23.03,43.26,22.67,42.9,0,123,7.2
L2,7,B,1200,B,a2,r4,g3,t13,0,7,-2,35,4,0,0,0,1,2,5,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ss,123,-7.25,-5,-0.5,6.75,4.5,-0.4,2,23.44,46.39,23.29,46.24,0,122,32
L3,7,B,1200,B,a2,r4,g3,t13,0,7,-3,35,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,dd,162,-3.25,-3.25,-2.5,0.75,0.75,-0.39,5,23.33,46.18,23.15,46,0,122,16
L1,7,B,1200,B,a2,r4,g3,t13,0,7,-2,35,4,0,0,0,1,1,0,9,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ss,18,-10.75,-7,-7.5,3.25,-0.5,-2.03,6,24.7,47.22,24.49,47.01,0,122,22
L3,6,B,1200,B,g1,r15,g2,t5,0,-3,0,9,3,1,0,0,1,3,3,9,0,0,0,0,0,0,22.5,FALSE,FALSE,FALSE,FALSE,TRUE,tc,116,-5.25,-6.25,-3.5,1.75,2.75,-1.74,2,24.1,46.58,24.22,46.7,0,121,9.7
L1,6,B,1200,B,g1,r15,g2,t5,0,-3,-1,9,3,1,0,0,1,2,2,7,0,0,0,0,0,0,22.5,FALSE,FALSE,FALSE,FALSE,TRUE,tc,25,-4.25,-2.75,-1.75,2.5,1,-1.2,6,23.37,45.66,23.46,45.75,0,121,9.1
L2,6,B,1200,B,g1,r15,g2,t5,0,-3,2,9,3,1,0,0,-1,2,2,3,0,0,0,0,0,0,22.5,FALSE,FALSE,FALSE,FALSE,TRUE,dd,85,-1,-1.5,-0.12,0.88,1.38,-0.4,3,23.64,46.82,23.64,46.82,0,121,4.6
L3,5,B,1200,B,a4,r3,g4,t15,0,-13,-4,57,11,0,0,0,-2,0,-3,5,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ss,25,-2.5,-2.5,-2.75,-0.25,-0.25,-0.3,8,22.95,46.29,23.52,46.86,0,115,61
L1,5,B,1200,B,a4,r3,g4,t15,0,-13,-4,57,11,0,0,0,2,-1,-2,9,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ss,4,-3.25,-3.5,-10.25,-7,-6.75,-1.4,11,24.14,47.39,24.53,47.78,0,115,5.7
L2,5,B,1200,B,a4,r3,g4,t15,0,-13,-1,57,11,0,0,0,-2,0,8,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ss,18,-13,-9.75,-2.5,10.5,7.25,-0.7,2,22.76,45.36,23.27,45.87,0,115,43
L2,5,B,1200,B,a3,r6,g2,t6,0,9,-2,11,1,1,0,0,-1,-1,2,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ss,81,-7.5,-5.5,-5.75,1.75,-0.25,-0.64,7,23.69,46.74,23.63,46.68,87,114,98
L1,5,B,1200,B,a3,r6,g2,t6,0,9,-2,11,1,1,0,0,-1,3,3,9,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,dd,15,-5.25,-5.75,-3,2.25,2.75,0.17,4,23.13,46.22,22.86,45.95,21,114,32
L3,5,B,1200,B,a3,r6,g2,t6,0,9,-8,11,1,1,0,0,0,1,1,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tz,102,-5,-9.5,-10.75,-5.75,-1.25,-2.03,3,22.51,43.26,22.54,43.29,31,114,42
L2,6,B,1200,B,a4,r10,g3,t13,0,3,-1,27,12,0,0,0,1,-5,-5,3,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,25,-1.25,-1.25,-5.25,-4,-4,-1.74,9,24.09,46.62,24.24,46.77,0,109,21
L1,6,B,1200,B,a4,r10,g3,t13,0,3,-6,27,12,0,0,0,-1,-2,-2,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tz,4,0.5,-0.06,-1.25,-1.75,-1.19,-2.1,5,22.98,43.95,22.89,43.86,0,109,5.3
L3,6,B,1200,B,a4,r10,g3,t13,0,3,-2,27,12,0,0,0,-1,2,2,7,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,gz,78,-3,-4.75,-2,1,2.75,-0.88,5,23.21,44.97,22.58,44.34,0,109,25
L1,5,B,1200,B,a2,r7,g3,t11,0,6,-2,107,14,0,0,0,-1,-8,-8,3,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,dd,15,-0.5,-1.75,-5.5,-5,-3.75,-0.78,12,24.11,47.32,23.93,47.14,0,113,27
L3,5,B,1200,B,a2,r7,g3,t11,0,6,-11,107,14,0,0,0,3,0,-12,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ss,165,0.5,0.06,-7.5,-8,-7.56,-0.67,14,24.41,48.12,24.05,47.76,26,113,133
L2,5,B,1200,B,a2,r7,g3,t11,0,6,-6,107,14,0,0,0,0,0,-3,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ss,123,-0.75,-1,-4.25,-3.5,-3.25,-0.17,10,24.06,47.53,23.46,46.93,0,113,89
L3,7,B,1000,B,a2,r4,g3,t13,0,-16,7,29,4,0,7,22.5,-1,6,6,11,0,0,0,0,0,0,22.3,FALSE,FALSE,FALSE,FALSE,TRUE,ts,158,-5.25,-3.25,-1.75,3.5,1.5,-0.83,3,22.9,44.79,22.93,44.82,23,133,52
L1,7,B,1000,B,a2,r4,g3,t13,0,-16,0,29,4,0,7,22.5,-1,0,0,7,0,0,0,0,0,0,22.3,FALSE,FALSE,FALSE,FALSE,TRUE,ts,25,-4,-3.5,-3.5,0.5,0,-1.18,6,22.6,44.5,23.08,44.98,0,133,11
L2,7,B,1000,B,a2,r4,g3,t13,0,-16,8,29,4,0,7,22.5,1,1,1,7,0,0,0,0,0,0,22.3,FALSE,FALSE,FALSE,FALSE,TRUE,ts,130,-4.75,-5.25,-3.25,1.5,2,0.18,5,21.9,43.95,22.11,44.16,0,133,9.2
L1,5,B,1000,B,g1,r13,g2,t6,0,-14,11,4.7,1,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ts,130,-0.5,-0.75,-0.25,0.25,0.5,-0.13,6,22.05,44.06,22.47,44.48,0,130,9.1
L2,5,B,1000,B,g1,r13,g2,t6,0,-14,4,4.7,1,0,0,0,0,-7,-7,3,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ts,158,-1.5,-1,-5,-3.5,-4,-1.46,10,23.47,45.6,23.71,45.84,23.3,130,28
L3,5,B,1000,B,g1,r13,g2,t6,0,-14,7,4.7,1,0,0,0,0,-3,-3,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ts,179,-1,-0.75,-2,-1,-1.25,-0.9,7,22.55,44.8,23.36,45.61,23.3,130,28
L1,9,B,1000,B,a3,r6,g2,t7,0,0,11,18,6,0,0,0,1,5,5,7,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ts,25,-4,-3,-1.5,2.5,1.5,-1.01,3,23.16,44.98,23.16,44.98,21,127,39
L3,9,B,1000,B,a3,r6,g2,t7,0,0,13,18,6,0,0,0,-1,-1,3,3,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ss,102,-2.5,-2.25,0.75,3.25,3,-0.04,1,23.28,45.41,22.56,44.69,0,127,4.5
L2,9,B,1000,B,a3,r6,g2,t7,0,0,-4,18,6,0,0,0,-1,-1,-2,3,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ss,81,-1.5,-1.25,-4.25,-2.75,-3,0.74,6,23.31,46.7,22.53,45.92,0,127,16
L1,4,B,1000,B,g1,r15,g1,t1,0,-22,0,1.9,7,0,4,21.5,0,-1,-1,3,0,0,0,0,0,0,22.3,FALSE,FALSE,FALSE,FALSE,TRUE,ts,25,-1.25,-1,-2,-0.75,-1,-1.3,8,22.58,44.52,23.24,45.18,0,117,3.4
L3,4,B,1000,B,g1,r15,g1,t1,1,-22,-9,1.9,7,0,4,21.5,1,8,8,11,0,0,0,0,0,0,22.3,FALSE,FALSE,FALSE,FALSE,TRUE,ts,186,-5.25,-4,-2.25,3,1.75,-0.12,2,22.05,44.64,22.44,45.03,0,117,5.9
L2,4,B,1000,B,g1,r15,g1,t1,1,-22,-10,1.9,7,0,4,21.5,2,2,2,3,0,0,0,0,0,0,22.3,FALSE,FALSE,FALSE,FALSE,TRUE,ts,158,-2.25,-0.75,0.5,2.75,1.25,-0.07,2,21.81,44.24,22.2,44.63,0,117,2.4
L3,5,B,1000,B,g2,r16,g5,t20,1,-10,-10,4.8,5,0,0,0,-1,9,9,11,0,0,0,0,0,21.7,0,FALSE,FALSE,FALSE,TRUE,FALSE,tc,207,-2,-5.5,-0.25,1.75,5.25,-0.74,1,20.97,41.53,21,41.56,32.2,114,37
L1,5,B,1000,B,g2,r16,g5,t20,1,-10,-14,4.8,5,0,0,0,0,6,6,7,0,0,0,0,0,21.7,0,FALSE,FALSE,FALSE,TRUE,FALSE,tc,18,-1.75,-1.75,0.06,1.81,1.81,-1.83,2,21.61,42.11,21.91,42.41,0,114,4.6
L2,5,B,1000,B,g2,r16,g5,t20,1,-10,-12,4.8,5,0,0,0,0,4,4,7,0,0,0,0,0,21.7,0,FALSE,FALSE,FALSE,TRUE,FALSE,ts,158,-3.5,-1.75,-1.75,1.75,0,-0.26,4,22.32,44.71,22.29,44.68,0,114,3.5
L1,5,B,1000,B,a1,r1,g2,t5,0,9,2,7.2,3,0,7,22.5,0,6,6,9,0,0,0,0,0,0,22.3,FALSE,FALSE,FALSE,FALSE,TRUE,ts,25,-4.25,-4,-2,2.25,2,-0.79,1,23.06,45,22.79,44.73,6.8,113,14
L2,5,B,1000,B,a1,r1,g2,t5,1,9,-13,7.2,3,0,7,22.5,-1,2,2,7,0,0,0,0,0,0,22.3,FALSE,FALSE,FALSE,FALSE,TRUE,gs,78,-2,-4.5,-1.75,0.25,2.75,-1.11,6,22.97,45.1,22.85,44.98,0,113,3.9
L3,5,B,1000,B,a1,r1,g2,t5,1,9,-7,7.2,3,0,7,22.5,0,2,2,3,0,0,0,0,0,0,22.3,FALSE,FALSE,FALSE,FALSE,TRUE,gs,99,-0.75,-1.5,0.06,0.81,1.56,-0.42,4,23.19,45.87,22.89,45.57,0,113,7.5
L1,5,B,1000,B,a2,r7,g4,t16,1,-35,-5,24,2,0,0,0,-2,-7,-7,3,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,gs,78,-0.75,-3.5,-16,-15.25,-12.5,-3.5,12,24.47,46.64,25.52,47.69,0,113,11
L3,5,B,1000,B,a2,r7,g4,t16,1,-35,-17,24,2,0,0,0,-2,-8,-8,5,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,274,-1.25,-3,-14.75,-13.5,-11.75,-4.09,14,22.47,42.98,24.09,44.6,0,113,4.2
L2,5,B,1000,B,a2,r7,g4,t16,1,-35,-17,24,2,0,0,0,-1,-12,-12,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ts,158,0.5,-0.75,-26.25,-26.75,-25.5,-3.91,14,25.65,48.44,26.19,48.98,0,113,25
L1,4,B,1400,B,g1,r13,g2,t9,0,-2,2,3.3,5,1,0,0,0,0,-1,1,0,0,0,0,0,0,23.1,FALSE,FALSE,FALSE,FALSE,TRUE,tc,25,0.06,0.25,-1.25,-1.31,-1.5,-0.29,10,23.52,46.75,23.57,46.8,0,133,4.1
L3,4,B,1400,B,g1,r13,g2,t9,0,-2,5,3.3,5,1,0,0,-1,3,3,11,0,0,0,0,0,0,23.1,FALSE,FALSE,FALSE,FALSE,TRUE,tz,130,-3.75,-6,-4.5,-0.75,1.5,-0.79,5,22.91,45.53,23.53,46.15,99.7,133,103
L2,4,B,1400,B,g1,r13,g2,t9,0,-2,8,3.3,5,1,0,0,0,4,4,5,0,0,0,0,0,0,23.1,FALSE,FALSE,FALSE,FALSE,TRUE,tz,96,-5.25,-4,0.5,5.75,4.5,-0.03,2,22.53,44.78,22.48,44.73,0,133,8.5
L1,8,B,1400,B,a4,r9,g3,t11,0,-9,0,51,8,0,0,0,0,0,-11,1,0,0,0,0,0,0,22.7,FALSE,FALSE,FALSE,FALSE,TRUE,tc,96,0.25,0.5,-10.75,-11,-11.25,-1.78,13,24.43,47.3,24.65,47.52,0,126,28
L2,8,B,1400,B,a4,r9,g3,t11,0,-9,7,51,8,0,0,0,1,0,0,1,0,0,0,0,0,0,22.7,FALSE,FALSE,FALSE,FALSE,TRUE,tc,116,0.75,2,1.5,-0.75,0.5,-0.51,5,24.18,47.83,24.33,47.98,0,126,13
L3,8,B,1400,B,a4,r9,g3,t11,0,-9,3,51,8,0,0,0,0,0,-10,1,0,0,0,0,0,0,22.7,FALSE,FALSE,FALSE,FALSE,TRUE,tc,151,-1.5,-1.75,-7.75,-6.25,-6,-1.12,14,24.12,47.37,24.44,47.69,0,126,23
L3,9,B,1400,B,g1,r14,g4,t15,0,1,0,13,11,0,0,0,2,-2,3,11,0,0,0,0,0,0,22.9,FALSE,FALSE,FALSE,FALSE,TRUE,tc,88,-6,-5,-9.75,-3.75,-4.75,-0.33,7,23.53,46.58,23.38,46.43,0,132,5.4
L2,9,B,1400,B,g1,r14,g4,t15,0,1,2,13,11,0,0,0,1,0,3,11,0,0,0,0,0,0,22.9,FALSE,FALSE,FALSE,FALSE,TRUE,tc,25,-4.75,-4.25,-3.75,1,0.5,-0.1,4,23.2,46.35,23.3,46.45,0,132,16
L1,9,B,1400,B,g1,r14,g4,t15,0,1,3,13,11,0,0,0,1,1,0,3,0,0,0,0,0,0,22.9,FALSE,FALSE,FALSE,FALSE,TRUE,tc,11,-1.5,-2,-1,0.5,1,0.24,6,22.61,45.36,22.58,45.33,0,132,9.9
L3,6,B,1400,B,a1,r2,g4,t14,0,0,-1,2.8,1,1,14,22.5,0,2,5,7,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,81,-5.25,-2.5,1.75,7,4.25,0.04,1,22.86,45.56,22.64,45.34,0,122,3.8
L1,6,B,1400,B,a1,r2,g4,t14,0,0,-8,2.8,1,1,14,22.5,1,1,2,7,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,11,-2.75,-3.25,-1.75,1,1.5,0.33,3,22.22,44.97,22.22,44.97,0,122,3.1
L2,6,B,1400,B,a1,r2,g4,t14,0,0,-8,2.8,1,1,14,22.5,-2,0,1,3,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,25,-1.25,-1.5,-1.25,0,0.25,-0.02,5,22.94,46.21,23.09,46.36,0,122,2.5
L3,5,B,1400,B,a1,r1,g2,t5,0,22,0,7.2,6,0,0,0,0,0,0,5,0,0,0,0,0,0,22.8,FALSE,FALSE,FALSE,FALSE,TRUE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0
L1,5,B,1400,B,a1,r1,g2,t5,0,22,5,7.2,6,0,0,0,3,2,6,9,0,0,0,0,0,0,22.8,FALSE,FALSE,FALSE,FALSE,TRUE,tc,18,-6,-3.75,0.75,6.75,4.5,0.76,1,23,46.09,22.45,45.54,9.8,128,17
L2,5,B,1400,B,a1,r1,g2,t5,0,22,3,7.2,6,0,0,0,0,-1,6,11,0,0,0,0,0,0,22.8,FALSE,FALSE,FALSE,FALSE,TRUE,tc,130,-5.5,-7.25,-4.75,0.75,2.5,0.82,2,23.32,46.89,22.82,46.39,194.8,128,202
L3,6,B,1400,B,g2,r17,g1,t23,0,-1,6,6.1,9,1,0,0,1,0,-5,3,0,0,0,0,0,0,22.9,FALSE,FALSE,FALSE,TRUE,TRUE,tc,109,-0.75,-0.5,-5.5,-4.75,-5,-1.16,8,24.22,47.33,24.42,47.53,0,124,7.5
L2,6,B,1400,B,g2,r17,g1,t23,0,-1,6,6.1,9,1,0,0,0,-1,-2,3,0,0,0,0,0,0,22.9,FALSE,FALSE,FALSE,TRUE,TRUE,tc,81,-2,-1.75,-3.5,-1.5,-1.75,0.27,9,22.97,46.31,23.22,46.56,4.9,124,11
L1,6,B,1400,B,g2,r17,g1,t23,0,-1,1,6.1,9,1,0,0,-1,2,6,9,0,0,0,0,0,0,22.9,FALSE,FALSE,FALSE,TRUE,TRUE,tc,18,-7,-4.25,-0.75,6.25,3.5,0.62,2,22.39,45.4,22.41,45.42,0,124,4.1
L1,5,B,1400,B,a2,r7,g5,t19,0,4,1,114,7,0,0,0,0,0,0,11,0,0,0,0,0,0,22.8,FALSE,FALSE,FALSE,FALSE,TRUE,gz,22,-8.5,-9,-13.5,-5,-4.5,-1.82,9,24.45,46.96,24.35,46.86,66,123,180
L2,5,B,1400,B,a2,r7,g5,t19,0,4,-3,114,7,0,0,0,-2,-1,-1,9,0,0,0,0,0,0,22.8,FALSE,FALSE,FALSE,FALSE,TRUE,tz,92,-4.75,-8.25,-7.75,-3,0.5,-0.53,8,23.33,46.03,23.16,45.86,0,123,42
L3,5,B,1400,B,a2,r7,g5,t19,0,4,-3,114,7,0,0,0,1,1,1,11,0,0,0,0,0,0,22.8,FALSE,FALSE,FALSE,FALSE,TRUE,tz,116,-5.75,-5.5,-13,-7.25,-7.5,-1.35,9,24.19,46.88,23.97,46.66,0,123,17
L3,4,B,1400,B,g2,r18,g1,t1,0,-10,-5,108,3,0,0,0,3,-5,-5,5,0,0,0,0,0,0,22.9,FALSE,FALSE,FALSE,FALSE,TRUE,gz,85,-2.5,-2.5,-4.75,-2.25,-2.25,-2.34,10,24.73,47.1,24.59,46.96,0,121,12
L1,4,B,1400,B,g2,r18,g1,t1,0,-10,-4,108,3,0,0,0,0,-2,-8,1,0,0,0,0,0,0,22.9,FALSE,FALSE,FALSE,FALSE,TRUE,gs,8,0.25,-1.5,-16.75,-17,-15.25,-2.05,12,25.5,49.3,25.75,49.55,-6,121,102
L2,4,B,1400,B,g2,r18,g1,t1,0,-10,-3,108,3,0,0,0,-3,0,0,11,0,0,0,0,0,0,22.9,FALSE,FALSE,FALSE,FALSE,TRUE,tz,25,-2,-4.5,-7,-5,-2.5,-1.95,10,22.45,43.35,22.78,43.68,0,121,65
L1,6,B,1400,B,g1,r15,g1,t2,0,13,-1,10,2,1,0,0,0,3,3,7,0,0,0,0,0,23.2,0,FALSE,FALSE,FALSE,TRUE,FALSE,zc,18,-4,-5,-3.25,0.75,1.75,-1.97,2,24.21,46.15,23.89,45.83,0,121,3.3
L3,6,B,1400,B,g1,r15,g1,t2,0,13,-4,10,2,1,0,0,2,0,0,7,0,0,0,0,0,23.2,0,FALSE,FALSE,FALSE,TRUE,FALSE,tz,96,-7.75,-5.5,-2.5,5.25,3,-0.34,4,22.43,44.52,22.33,44.42,0,121,14
L2,6,B,1400,B,g1,r15,g1,t2,0,13,-2,10,2,1,0,0,0,0,0,11,0,0,0,0,0,23.2,0,FALSE,FALSE,FALSE,TRUE,FALSE,gz,78,-7.75,-6,-4.75,3,1.25,-0.45,5,23.42,46.04,23.02,45.64,0,121,12
L1,5,B,1400,B,a3,r6,g3,t10,0,-4,-1,37,10,1,0,0,-1,7,7,11,0,0,0,0,0,0,23.1,FALSE,FALSE,FALSE,FALSE,TRUE,tz,25,-5.5,-5,-3.75,1.75,1.25,0.26,2,22.43,45.24,22.53,45.34,0,119,13
L3,5,B,1400,B,a3,r6,g3,t10,0,-4,2,37,10,1,0,0,0,3,3,7,0,0,0,0,0,0,23.1,FALSE,FALSE,FALSE,FALSE,TRUE,tz,92,-4.5,-6.5,-1.75,2.75,4.75,-0.09,2,22.3,44.76,22.6,45.06,0,119,28
L2,5,B,1400,B,a3,r6,g3,t10,0,-4,2,37,10,1,0,0,3,5,5,7,0,0,0,0,0,0,23.1,FALSE,FALSE,FALSE,FALSE,TRUE,tz,81,-4.75,-3,0.06,4.81,3.06,-0.23,1,22.47,44.73,22.54,44.8,0,119,24
L3,5,B,1400,B,a4,r3,g3,t12,0,-4,-7,131,4,0,0,0,1,6,6,11,0,0,0,0,0,22.1,0,FALSE,FALSE,FALSE,TRUE,FALSE,gz,113,-8.25,-7.25,-5.5,2.75,1.75,-0.68,3,23.58,46.21,23.14,45.77,28,112,159
L1,5,B,1400,B,a4,r3,g3,t12,0,-4,-5,131,4,0,0,0,1,2,-3,7,0,0,0,0,0,22.1,0,FALSE,FALSE,FALSE,TRUE,FALSE,tc,18,-5.5,-3.5,-5.75,-0.25,-2.25,-0.15,11,23.06,46.19,23.16,46.29,-21,112,110
L2,5,B,1400,B,a4,r3,g3,t12,0,-4,-8,131,4,0,0,0,-1,0,4,11,0,0,0,0,0,22.1,0,FALSE,FALSE,FALSE,TRUE,FALSE,gs,78,-9.5,-7.75,-8.25,1.25,-0.5,-0.12,7,24.36,48.67,24.23,48.54,0,112,45
L1,4,B,1400,B,a1,r1,g2,t7,0,35,5,11,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ts,130,-1.5,-0.25,-5,-3.5,-4.75,-1.51,11,25.79,49.07,24.91,48.19,0,133,7.2
L3,4,B,1400,B,a1,r1,g2,t7,-1,35,7,11,2,0,0,0,0,0,-9,5,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ts,193,-2.25,-3.5,-18.25,-16,-14.75,-1.48,14,26.19,49.7,25.16,48.67,221,133,232
L2,4,B,1400,B,a1,r1,g2,t7,0,35,0,11,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,gs,141,-0.5,-0.75,-1,-0.5,-0.25,0.41,11,24.71,49.26,24.14,48.69,0,133,3.7
L3,5,B,1400,B,g1,r14,g2,t8,-1,-4,17,5.6,12,1,7,23,0,0,1,9,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,gs,99,-5,-5,-3.75,1.25,1.25,0.96,5,23.63,47.47,23.3,47.14,14.4,132,20
L1,5,B,1400,B,g1,r14,g2,t8,0,-4,1,5.6,12,1,7,23,0,3,3,9,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,25,-4.25,-2.5,-1.25,3,1.25,-0.46,5,23.07,45.75,23.16,45.84,0,132,7.8
L2,5,B,1400,B,g1,r14,g2,t8,-1,-4,18,5.6,12,1,7,23,1,0,-1,9,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,gs,78,-7.25,-6.75,-4.25,3,2.5,0.95,5,23.36,47.07,23.21,46.92,24.4,132,30
L2,4,B,1400,B,g4,r30,g4,t14,0,-8,0,18,11,0,0,0,0,0,0,5,0,0,0,0,0,0,22.8,FALSE,FALSE,FALSE,FALSE,TRUE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0
L3,4,B,1400,B,g4,r30,g4,t14,0,-8,0,18,11,0,0,0,0,0,0,5,0,0,0,0,0,0,22.8,FALSE,FALSE,FALSE,FALSE,TRUE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0
L1,4,B,1400,B,g4,r30,g4,t14,0,-8,1,18,11,0,0,0,1,1,3,9,0,0,0,0,0,0,22.8,FALSE,FALSE,FALSE,FALSE,TRUE,tc,18,-4.75,-3.25,-5.5,-0.75,-2.25,-0.62,6,23.03,45.61,23.22,45.8,50,124,68
L2,5,B,1400,B,g3,r24,g5,t19,0,-2,5,7.1,10,1,0,0,0,0,1,1,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,tc,123,-0.75,-0.25,0.25,1,0.5,0.03,8,22.8,45.7,22.99,45.89,5.9,122,13
L1,5,B,1400,B,g3,r24,g5,t19,0,-2,1,7.1,10,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,tc,102,-0.75,-0.75,-1.75,-1,-1,-0.11,7,23.23,46.37,23.27,46.41,0,122,7.9
L3,5,B,1400,B,g3,r24,g5,t19,0,-2,6,7.1,10,1,0,0,0,1,1,5,0,0,0,0,0,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,tz,145,-3.5,-4,-0.75,2.75,3.25,0.42,2,22.18,44.71,22.26,44.79,0,122,7.5
L1,5,B,1400,B,g2,r17,g2,t6,0,2,1,18,7,1,0,0,1,2,-7,7,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,102,-4,-3.25,-8.75,-4.75,-5.5,-0.98,12,24.07,47.09,24.02,47.04,2,121,20
L2,5,B,1400,B,g2,r17,g2,t6,0,2,0,18,7,1,0,0,0,2,6,9,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,130,-4.25,-5.25,-5.25,-1,0,-0.14,3,23.15,46.16,23.15,46.16,21,121,39
L3,5,B,1400,B,g2,r17,g2,t6,0,2,6,18,7,1,0,0,0,-1,0,7,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,355,-4.25,-2.5,-2.5,1.75,0,1.09,9,22.47,45.61,22.2,45.34,0,121,19
L1,5,B,1400,B,a3,r5,g5,t21,0,-3,-1,60,3,1,0,0,0,-1,3,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,18,-5.5,-5.75,-8.25,-2.75,-2.5,-0.36,7,23.12,45.98,23.2,46.06,0,120,77
