lr,ag,lc,dt,cr,rg,rc,tg,tc,cc,wd,ld,fd,dw,py,mt,mn,p1,p2,pd,pf,wk1mc,wk2mc,w1,w2,w3,w4,w5,w1t,w2t,w3t,w4t,w5t,dc,lt,ll3,ll2,ll1,d2l,d1l,lbx,sr,adj1,adj8,ad1,ad8,iw,al,ldiv
L1,6,B,1200,A,a3,r5,g2,t6,0,4,-1,14,5,0,0,0,2,-7,-7,1,0,0,0,0,0,22.7,0,FALSE,FALSE,FALSE,TRUE,FALSE,dd,18,-1,0.25,-4.5,-3.5,-4.75,-1.89,8,24.19,46.4,24.07,46.28,0,115,7.7
L2,5,B,1200,A,g2,r18,g1,t3,0,7,8,125,13,0,0,0,0,4,4,7,0,0,0,0,0,0,22.2,FALSE,FALSE,FALSE,TRUE,TRUE,gz,109,-2.5,-3.5,-0.25,2.25,3.25,-1.36,2,23.49,44.87,22.98,44.36,0,132,35
L3,5,B,1200,A,g2,r18,g1,t3,0,7,-1,125,13,0,0,0,0,2,2,9,0,0,0,0,0,0,22.2,FALSE,FALSE,FALSE,TRUE,TRUE,tz,141,-2.5,-4.5,-4,-1.5,0.5,-2.08,6,23.01,43.22,22.26,42.47,0,132,40
L1,5,B,1200,A,g2,r18,g1,t3,0,7,10,125,13,0,0,0,0,-6,-6,3,0,0,0,0,0,0,22.2,FALSE,FALSE,FALSE,TRUE,TRUE,dd,95,-1.25,-1.5,-4,-2.75,-2.5,-1.13,10,24.24,46.84,24.03,46.63,0,132,9.3
L2,5,B,1200,A,g2,r17,g4,t15,0,-4,6,8.2,6,0,0,0,1,5,5,7,0,3,0,22.6,0,22.4,0,FALSE,TRUE,FALSE,TRUE,FALSE,tc,119,-3.5,-2.75,0.5,4,3.25,-0.96,4,22.97,44.71,22.88,44.62,1.8,128,10
L3,5,B,1200,A,g2,r17,g4,t15,0,-4,13,8.2,6,0,0,0,0,-3,-3,3,0,3,0,22.6,0,22.4,0,FALSE,TRUE,FALSE,TRUE,FALSE,dd,221,-1.75,-2.75,-4.25,-2.5,-1.5,-1.24,8,23.98,46,23.65,45.67,1.8,128,10
L1,5,B,1200,A,g2,r17,g4,t15,0,-4,0,8.2,6,0,0,0,0,0,0,11,0,3,0,22.6,0,22.4,0,FALSE,TRUE,FALSE,TRUE,FALSE,tc,84,-9.75,-5.5,-7.5,2.25,-2,-0.99,9,22.62,44.37,22.74,44.49,0,128,8.2
L1,5,B,1200,A,g2,r16,g2,t8,0,40,2,9.9,10,0,0,0,1,-1,-8,1,0,0,0,0,0,0,22.9,FALSE,FALSE,FALSE,FALSE,TRUE,ss,21,0.5,-0.5,-6,-6.5,-5.5,-0.58,12,25.55,49.26,24.35,48.06,0,128,4.6
L3,5,B,1200,A,g2,r16,g2,t8,1,40,-2,9.9,10,0,0,0,1,6,6,7,0,0,0,0,0,0,22.9,FALSE,FALSE,FALSE,FALSE,TRUE,tc,244,-5,-4,1,6,5,-0.48,1,24.55,46.7,22.57,44.72,0,128,3.6
L2,5,B,1200,A,g2,r16,g2,t8,0,40,5,9.9,10,0,0,0,-1,-1,3,3,0,0,0,0,0,0,22.9,FALSE,FALSE,FALSE,FALSE,TRUE,ss,210,-1.5,-1.5,0.25,1.75,1.75,-0.78,6,24.99,47.49,23.43,45.93,0,128,2.5
L3,8,B,1200,A,a1,r1,g2,t5,0,-1,3,11,12,0,0,0,0,-1,4,9,1,0,21.8,0,0,0,22.3,TRUE,FALSE,FALSE,FALSE,TRUE,ss,112,-6,-5.75,-2.75,3.25,3,-0.64,3,23.85,47.12,24,47.27,36,124,47
L2,8,B,1200,A,a1,r1,g2,t5,0,-1,8,11,12,0,0,0,0,1,8,9,1,0,21.8,0,0,0,22.3,TRUE,FALSE,FALSE,FALSE,TRUE,ss,92,-7,-5.25,0.5,7.5,5.75,-0.33,3,22.63,44.99,22.93,45.29,33,124,44
L1,8,B,1200,A,a1,r1,g2,t5,0,-1,3,11,12,0,0,0,-1,1,-5,3,1,0,21.8,0,0,0,22.3,TRUE,FALSE,FALSE,FALSE,TRUE,ss,77,-2.5,-2.25,-4.5,-2,-2.25,-0.43,9,23.26,46.03,23.29,46.06,12,124,23
L1,4,B,1200,A,g1,r13,g2,t9,0,9,4,3.9,2,1,3,22.7,0,5,5,9,0,1,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,dd,74,-4.25,-6.5,-1.5,2.75,5,-0.81,3,23.29,45.38,23.02,45.11,0,124,8.1
L3,4,B,1200,A,g1,r13,g2,t9,0,9,8,3.9,2,1,3,22.7,0,7,7,9,0,1,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,dd,130,-5.25,-6,-1.5,3.75,4.5,-0.54,2,23.35,45.59,23.02,45.26,6.1,124,10
L2,4,B,1200,A,g1,r13,g2,t9,0,9,7,3.9,2,1,3,22.7,-1,7,7,9,0,1,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,dd,95,-2.5,-3.5,-0.06,2.44,3.44,-0.08,2,23.28,46,23.01,45.73,0,124,2.9
L3,4,B,1200,A,g1,r15,g2,t7,1,23,4,4.3,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,126,-1,-0.25,2.25,3.25,2.5,0.14,2,23.16,45.71,22.53,45.08,0,122,1.6
L1,4,B,1200,A,g1,r15,g2,t7,1,23,-9,4.3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,77,-0.5,0.5,0.5,1,0,-0.28,6,23.24,45.78,22.55,45.09,0,122,4.3
L2,4,B,1200,A,g1,r15,g2,t7,1,23,-3,4.3,3,0,0,0,-1,5,5,5,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,98,-3,-3.25,0.25,3.25,3.5,0.05,2,22.81,45.19,22.24,44.62,0,122,1.8
L2,5,B,1200,A,g4,r30,g1,t2,1,-2,-12,19,8,0,0,0,0,-2,-2,1,0,0,0,0,0,22.3,0,FALSE,FALSE,FALSE,TRUE,FALSE,gz,109,-0.06,-1.25,-3.5,-3.44,-2.25,-2.25,8,22.39,43.67,23.17,44.45,0,121,4.9
L1,5,B,1200,A,g4,r30,g1,t2,1,-2,-9,19,8,0,0,0,2,7,7,9,0,0,0,0,0,22.3,0,FALSE,FALSE,FALSE,TRUE,FALSE,gz,11,-2.75,-4.25,0.5,3.25,4.75,-0.95,1,22.09,43.56,22.15,43.62,0,121,5
L3,5,B,1200,A,g4,r30,g1,t2,0,-2,0,19,8,0,0,0,0,0,0,5,0,0,0,0,0,22.3,0,FALSE,FALSE,FALSE,TRUE,FALSE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0
L1,4,B,1200,A,g1,r14,g1,t3,0,6,0,5.8,11,1,0,0,0,3,3,5,0,0,0,0,0,22.4,0,FALSE,FALSE,FALSE,TRUE,FALSE,tc,84,-3.25,-1.75,-1.25,2,0.5,-0.12,2,22.49,44.68,22.31,44.5,0,120,2.4
L3,4,B,1200,A,g1,r14,g1,t3,0,6,0,5.8,11,1,0,0,0,0,0,5,0,0,0,0,0,22.4,0,FALSE,FALSE,FALSE,TRUE,FALSE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0
L2,4,B,1200,A,g1,r14,g1,t3,0,6,1,5.8,11,1,0,0,3,2,2,7,0,0,0,0,0,22.4,0,FALSE,FALSE,FALSE,TRUE,FALSE,tc,119,-3.5,-2.25,-0.75,2.75,1.5,-1.27,6,22.72,44.38,22.96,44.62,0,120,2.1
L1,5,B,1200,A,a4,r12,g3,t11,0,17,0,238,14,0,0,0,1,-8,-8,5,0,0,0,0,0,22.4,0,FALSE,FALSE,FALSE,TRUE,FALSE,tz,14,-0.75,-0.75,-6,-5.25,-5.25,-2.94,13,23.95,44.45,23.44,43.94,0,120,42
L3,5,B,1200,A,a4,r12,g3,t11,1,17,-12,238,14,0,0,0,0,-4,-4,1,0,0,0,0,0,22.4,0,FALSE,FALSE,FALSE,TRUE,FALSE,dd,105,1,0.75,-3.5,-4.5,-4.25,-1.92,10,24.5,46.42,23.48,45.4,0,120,4.1
L2,5,B,1200,A,a4,r12,g3,t11,1,17,-11,238,14,0,0,0,0,0,0,1,0,0,0,0,0,22.4,0,FALSE,FALSE,FALSE,TRUE,FALSE,dd,84,0.5,1,0.25,0.25,0.75,-0.08,5,23.32,45.96,22.39,45.03,0,120,5.1
L2,4,B,1200,A,g3,r24,g4,t16,0,-15,0,11,1,1,0,0,3,3,3,9,0,3,0,23.1,0,22.2,0,FALSE,TRUE,FALSE,TRUE,FALSE,tc,119,-5.25,-4.5,-1.25,4,3.25,-0.87,2,22.4,44.14,22.61,44.35,0,119,18
L3,4,B,1200,A,g3,r24,g4,t16,0,-15,0,11,1,1,0,0,0,0,0,5,0,3,0,23.1,0,22.2,0,FALSE,TRUE,FALSE,TRUE,FALSE,dd,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0
L1,4,B,1200,A,g3,r24,g4,t16,0,-15,0,11,1,1,0,0,-1,5,5,11,0,3,0,23.1,0,22.2,0,FALSE,TRUE,FALSE,TRUE,FALSE,tc,84,-5,-3.5,-3,2,0.5,-0.14,3,21.88,44.07,22.33,44.52,0,119,6.4
L3,5,B,1200,A,a4,r9,g2,t6,0,-2,-9,66,9,0,0,0,0,3,3,9,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,dd,95,-4.5,-4,-2.25,2.25,1.75,-0.58,3,22.49,44.97,22.79,45.27,0,112,18
L2,5,B,1200,A,a4,r9,g2,t6,0,-2,-11,66,9,0,0,0,1,-1,-2,7,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ss,77,-4,-4.25,-7.75,-3.75,-3.5,-0.54,11,23.24,46.09,23.06,45.91,0,112,48
L1,5,B,1200,A,a4,r9,g2,t6,0,-2,0,66,9,0,0,0,1,8,8,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tz,14,-3.5,-3.75,-2.5,1,1.25,-1.85,3,22.33,42.87,22.39,42.93,52,112,118
L3,7,B,1200,A,a2,r4,g3,t11,0,-4,-4,52,4,0,0,0,-1,-1,-1,5,0,0,0,0,0,22.8,0,FALSE,FALSE,FALSE,TRUE,FALSE,dd,105,-2.5,-2.75,-3.75,-1.25,-1,-1.1,7,22.31,44.21,22.88,44.78,0,118,13
L1,7,B,1200,A,a2,r4,g3,t11,0,-4,0,52,4,0,0,0,0,6,6,9,0,0,0,0,0,22.8,0,FALSE,FALSE,FALSE,TRUE,FALSE,tz,14,-2,-2.75,-1.5,0.5,1.25,-1.79,4,22.29,42.91,22.41,43.03,0,118,72
L2,7,B,1200,A,a2,r4,g3,t11,0,-4,-3,52,4,0,0,0,2,0,0,7,0,0,0,0,0,22.8,0,FALSE,FALSE,FALSE,TRUE,FALSE,tc,84,-4.75,-2.5,-3.25,1.5,-0.75,-0.44,6,21.97,44.04,22.42,44.49,0,118,17
L2,6,B,1200,A,a4,r10,g3,t13,0,1,0,179,5,0,0,0,0,3,3,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,dd,74,-7.5,-9.5,-4.25,3.25,5.25,-0.8,2,23.06,45.11,22.85,44.9,0,113,20
L3,6,B,1200,A,a4,r10,g3,t13,0,1,3,179,5,0,0,0,0,6,6,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,dd,95,-5.75,-5.25,-1.5,4.25,3.75,-0.26,1,23.55,46.03,22.83,45.31,0,113,51
L1,6,B,1200,A,a4,r10,g3,t13,0,1,1,179,5,0,0,0,1,0,-5,5,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,ss,21,-4.5,-1,-6,-1.5,-5,-1.13,11,24.26,47.33,24.23,47.3,-65,113,114
L3,4,B,1200,A,a2,r7,g1,t1,0,23,-5,17,7,0,0,0,1,-1,1,11,0,2,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,ss,126,-3.5,-2.75,-4,-0.5,-1.25,-0.06,8,23.65,46.82,23.08,46.25,0,118,8.7
L1,4,B,1200,A,a2,r7,g1,t1,0,23,-2,17,7,0,0,0,0,0,5,9,0,2,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,ss,77,-5.5,-5,-3.25,2.25,1.75,0.2,3,23.16,45.89,22.47,45.2,0,118,15
L2,4,B,1200,A,a2,r7,g1,t1,0,23,-4,17,7,0,0,0,0,0,-6,5,0,2,0,0,0,0,0,FALSE,TRUE,FALSE,TRUE,FALSE,ss,112,-3.75,-4,-11.75,-8,-7.75,-2.27,12,25.98,49.33,25.5,48.85,5,118,22
L1,4,A,1200,C+3,a4,r3,g5,t19,0,4,7,78,8,1,0,0,-1,-5,-5,3,0,0,0,0,0,0,22.8,FALSE,FALSE,FALSE,FALSE,TRUE,dd,17,-1.75,-2,-6,-4.25,-4,-1.27,11,24.15,46.7,24.03,46.58,0,130,44
L2,4,A,1200,C+3,a4,r3,g5,t19,-1,4,14,78,8,1,0,0,0,-5,-5,5,0,0,0,0,0,0,22.8,FALSE,FALSE,FALSE,FALSE,TRUE,dd,73,-2.75,-2.75,-5.25,-2.5,-2.5,-0.58,10,23.47,46.09,23.62,46.24,211,130,289
L3,4,A,1200,C+3,a4,r3,g5,t19,-1,4,11,78,8,1,0,0,0,-1,-11,1,0,0,0,0,0,0,22.8,FALSE,FALSE,FALSE,FALSE,TRUE,ss,94,1.25,-0.5,-12.75,-14,-12.25,-1.5,13,25.04,48.46,25.25,48.67,80,130,158
L2,5,A,1200,C+3,g2,r18,g1,t23,0,8,0,40,11,1,0,0,0,4,4,7,0,0,0,0,0,22.2,0,FALSE,FALSE,FALSE,TRUE,FALSE,dd,73,-4,-3.25,-1,3,2.25,-0.2,2,22.38,44.8,22.62,45.04,0,133,44
L3,5,A,1200,C+3,g2,r18,g1,t23,-1,8,15,40,11,1,0,0,0,-5,-5,3,0,0,0,0,0,22.2,0,FALSE,FALSE,FALSE,TRUE,FALSE,dd,84,-1.5,-2,-15.75,-14.25,-13.75,-3.31,9,25.11,47,25.65,47.54,0,133,56
L1,5,A,1200,C+3,g2,r18,g1,t23,0,8,2,40,11,1,0,0,2,0,0,11,0,0,0,0,0,22.2,0,FALSE,FALSE,FALSE,TRUE,FALSE,tz,17,-3,-3.5,-5.25,-2.25,-1.75,-2.16,8,23.04,43.62,22.8,43.38,0,133,9.5
L3,5,A,1200,C+3,a1,r2,g1,t1,0,9,-4,9.3,1,1,0,0,-1,-2,-2,3,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,105,-0.75,-1.75,-3,-2.25,-1.25,-0.48,6,24.3,47.28,23.34,46.32,0,119,7.4
L1,5,A,1200,C+3,a1,r2,g1,t1,0,9,-8,9.3,1,1,0,0,-1,-6,-6,5,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,14,-1.75,-3,-10,-8.25,-7,-2.09,12,24.75,47.38,24.48,47.11,11.7,119,21
L2,5,A,1200,C+3,a1,r2,g1,t1,0,9,-3,9.3,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,tc,91,-1.75,-1.5,0.12,1.87,1.62,0.13,7,24,47.08,22.86,45.94,0,119,4.4
L2,5,A,1200,C+3,g2,r17,g1,t2,0,-1,3,3.1,9,1,0,0,1,4,4,7,0,0,0,0,0,22.7,0,FALSE,FALSE,FALSE,TRUE,FALSE,tc,70,-2.5,-5,-0.5,2,4.5,0.09,3,23.11,46.1,22.99,45.98,0,129,4.7
L3,5,A,1200,C+3,g2,r17,g1,t2,0,-1,10,3.1,9,1,0,0,-1,8,8,9,0,0,0,0,0,22.7,0,FALSE,FALSE,FALSE,TRUE,FALSE,gz,91,-2.25,-3.75,1,3.25,4.75,-0.12,2,22.81,44.75,22.36,44.3,0,129,4.2
L1,5,A,1200,C+3,g2,r17,g1,t2,0,-1,2,3.1,9,1,0,0,-2,-7,-7,3,0,0,0,0,0,22.7,0,FALSE,FALSE,FALSE,TRUE,FALSE,tc,14,-0.75,-1.5,-4,-3.25,-2.5,-0.97,11,23.85,46.7,23.88,46.73,0,129,2.2
L2,6,A,1200,C+3,g3,r24,g3,t12,0,-8,2,4.7,3,0,0,0,-3,0,4,7,0,0,0,0,0,22.7,0,FALSE,FALSE,FALSE,TRUE,FALSE,ss,17,-4.25,-3.75,-3,1.25,0.75,-0.08,3,23.41,46.56,23.29,46.44,6.3,127,11
L1,6,A,1200,C+3,g3,r24,g3,t12,0,-8,1,4.7,3,0,0,0,0,0,0,3,0,0,0,0,0,22.7,0,FALSE,FALSE,FALSE,TRUE,FALSE,ss,7,-1.5,-1,-1,0.5,0,0.63,7,23.53,47.9,23.77,48.14,0,127,5.2
L3,6,A,1200,C+3,g3,r24,g3,t12,0,-8,2,4.7,3,0,0,0,0,0,-6,3,0,0,0,0,0,22.7,0,FALSE,FALSE,FALSE,TRUE,FALSE,ss,80,-3,-1.75,-8,-5,-6.25,-0.9,12,24.55,48.17,24.58,48.2,0,127,5.2
L1,5,A,1200,C+3,g2,r16,g5,t18,0,-3,1,18,7,1,0,0,1,4,4,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,gz,14,-5,-6.25,-3.5,1.5,2.75,-1.26,1,22.71,44.22,22.8,44.31,31,126,49
L3,5,A,1200,C+3,g2,r16,g5,t18,-1,-3,13,18,7,1,0,0,0,-3,-3,9,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,dd,94,-5.5,-5,-7,-1.5,-2,-0.9,10,23.64,45.9,23.55,45.81,111,126,129
L2,5,A,1200,C+3,g2,r16,g5,t18,0,-3,-4,18,7,1,0,0,1,2,2,11,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,gz,77,-4.75,-7.25,-5,-0.25,2.25,-0.81,2,22.57,44.45,22.57,44.45,28,126,46
L2,5,A,1200,C+3,a2,r7,g5,t22,0,-3,-1,24,12,1,0,0,0,-8,-8,5,0,0,0,0,0,22.8,0,FALSE,FALSE,FALSE,TRUE,FALSE,dd,88,-2,-1.75,-12,-10,-10.25,-2.12,14,24.25,46.41,24.25,46.41,0,123,8.4
L3,5,A,1200,C+3,a2,r7,g5,t22,0,-3,2,24,12,1,0,0,0,-6,-6,1,0,0,0,0,0,22.8,0,FALSE,FALSE,FALSE,TRUE,FALSE,dd,108,-0.75,-1.25,-11.5,-10.75,-10.25,-1.67,11,24.63,47.44,24.54,47.35,0,123,3.8
L1,5,A,1200,C+3,a2,r7,g5,t22,0,-3,2,24,12,1,0,0,0,2,2,5,0,0,0,0,0,22.8,0,FALSE,FALSE,FALSE,TRUE,FALSE,tc,14,-2.5,-3,-1.25,1.25,1.75,-0.32,5,23.1,45.91,23.19,46,0,123,10
L2,5,A,1200,C+3,g1,r15,g1,t3,0,9,-6,15,2,0,0,0,-1,0,0,9,0,0,0,0,0,22.7,0,FALSE,FALSE,FALSE,TRUE,FALSE,tc,77,-3.5,-5,-6,-2.5,-1,-0.14,7,23.16,46.33,23.13,46.3,5,121,20
L1,5,A,1200,C+3,g1,r15,g1,t3,0,9,0,15,2,0,0,0,-1,-10,-10,3,0,0,0,0,0,22.7,0,FALSE,FALSE,FALSE,TRUE,FALSE,dd,17,-1.25,-1.5,-17.25,-16,-15.75,-2.33,14,25.53,48.46,25.26,48.19,15,121,30
L3,5,A,1200,C+3,g1,r15,g1,t3,0,9,-5,15,2,0,0,0,-3,-2,-2,9,0,0,0,0,0,22.7,0,FALSE,FALSE,FALSE,TRUE,FALSE,dd,94,-4,-9,-10.25,-6.25,-1.25,-1.43,10,24.1,46.62,23.8,46.32,0,121,10
L3,4,A,1200,C+3,g1,r14,g3,t13,0,-16,-3,25,10,0,0,0,1,2,2,7,0,3,0,22.8,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,147,-2.25,-4.75,-3,-0.75,1.75,-1.18,4,23.56,46.33,23.86,46.63,0,120,44
L1,4,A,1200,C+3,g1,r14,g3,t13,0,-16,-2,25,10,0,0,0,0,-5,-5,3,0,3,0,22.8,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,77,-1.5,-2,-5.75,-4.25,-3.75,-0.76,10,23.23,46.24,23.71,46.72,0,120,23
L2,4,A,1200,C+3,g1,r14,g3,t13,0,-16,-2,25,10,0,0,0,-1,-1,-1,5,0,3,0,22.8,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,105,-2.25,-3,-4.75,-2.5,-1.75,-0.57,9,22.94,45.88,23.45,46.39,0,120,27
L1,7,A,1200,C+3,a3,r5,g4,t17,0,-11,-1,9.5,6,1,0,0,1,0,2,9,0,10,0,22.3,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,ss,73,-5.5,-4.5,-4,1.5,0.5,-0.01,4,22.63,45.61,22.96,45.94,8.5,117,18
L3,7,A,1200,C+3,a3,r5,g4,t17,0,-11,-3,9.5,6,1,0,0,-2,-2,-1,7,0,10,0,22.3,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,ss,178,-3.5,-4.5,-6.25,-2.75,-1.75,-1.01,10,24.39,48.01,24.54,48.16,1.5,117,11
L2,7,A,1200,C+3,a3,r5,g4,t17,0,-11,-3,9.5,6,1,0,0,-1,-1,3,5,0,10,0,22.3,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,ss,101,-3.75,-3,-1.5,2.25,1.5,-0.2,4,22.69,45.72,23.14,46.17,0,117,9.5
L3,6,A,1200,C+3,a4,r10,g4,t16,0,-7,-4,25,5,1,6,23.2,1,-8,-8,1,0,7,0,22.9,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,dd,164,-0.25,0.06,-4,-3.75,-4.06,-2.28,11,23.9,46.03,24.29,46.42,0,111,37
L1,6,A,1200,C+3,a4,r10,g4,t16,0,-7,-7,25,5,1,6,23.2,1,2,2,5,0,7,0,22.9,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,dd,108,-2.75,-2.75,-10,-7.25,-7.25,-1.27,7,23.58,46.31,23.79,46.52,0,111,6.5
L2,6,A,1200,C+3,a4,r10,g4,t16,0,-7,0,25,5,1,6,23.2,0,1,1,3,0,7,0,22.9,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,dd,129,-1.25,-2,-0.75,0.5,1.25,1.26,7,22.19,45.55,22.1,45.46,0,111,17
L2,7,A,1200,C+3,a1,r1,g2,t5,0,3,1,5.1,4,0,0,0,1,8,8,11,0,0,0,0,0,22.1,0,FALSE,FALSE,FALSE,TRUE,FALSE,tc,105,-5.25,-5.25,-1.75,3.5,3.5,0.15,1,23.27,46.09,22.7,45.52,8.9,115,14
L3,7,A,1200,C+3,a1,r1,g2,t5,0,3,-2,5.1,4,0,0,0,3,-4,-4,5,0,0,0,0,0,22.1,0,FALSE,FALSE,FALSE,TRUE,FALSE,dd,137,-2.75,-2.25,-7.5,-4.75,-5.25,-1.63,8,24.23,46.26,23.6,45.63,0,115,5.7
L1,7,A,1200,C+3,a1,r1,g2,t5,0,3,-1,5.1,4,0,0,0,1,4,4,7,0,0,0,0,0,22.1,0,FALSE,FALSE,FALSE,TRUE,FALSE,tc,77,-3.25,-3.25,-1,2.25,2.25,0.15,2,22.84,45.77,22.75,45.68,0,115,7.2
L1,4,A,1000,C+3,g4,r29,g2,t6,0,-24,7,12,11,1,0,0,0,2,2,7,0,3,0,22.8,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,77,-2.75,-4.5,-3.5,-0.75,1,-1.13,3,22.38,44.14,23.1,44.86,0,133,3
L3,4,A,1000,C+3,g4,r29,g2,t6,0,-24,1,12,11,1,0,0,0,0,0,1,0,3,0,22.8,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,112,0.75,0.5,0.01,0.74,0.49,-1.95,8,22.57,43.82,23.23,44.48,0,133,6.6
L2,4,A,1000,C+3,g4,r29,g2,t6,0,-24,0,12,11,1,0,0,1,-4,-4,1,0,3,0,22.8,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,tc,91,-0.06,0.5,-1.25,-1.19,-1.75,-1.17,8,21.91,43.61,22.87,44.57,0,133,8.4
L1,5,A,1000,C+3,g1,r13,g2,t9,0,6,-1,2.7,4,1,0,0,0,-7,-7,1,0,0,0,0,0,0,23,FALSE,FALSE,FALSE,FALSE,TRUE,gs,14,0.75,0.75,-2.5,-3.25,-3.25,-1.07,10,23.95,46.68,23.77,46.5,12.3,129,15
L2,5,A,1000,C+3,g1,r13,g2,t9,0,6,-4,2.7,4,1,0,0,0,-8,-8,1,0,0,0,0,0,0,23,FALSE,FALSE,FALSE,FALSE,TRUE,dd,84,0.25,0.5,-7.5,-7.75,-8,-2.91,10,25.93,48.44,25.3,47.81,0,129,5.1
L3,5,A,1000,C+3,g1,r13,g2,t9,-1,6,20,2.7,4,1,0,0,-4,-4,-4,5,0,0,0,0,0,0,23,FALSE,FALSE,FALSE,FALSE,TRUE,dd,101,-1.5,-5,-11.25,-9.75,-6.25,-1.77,12,25.63,48.11,24.85,47.33,0,129,6.7
L1,5,A,1000,C+3,a4,r12,g5,t18,0,27,0,67,1,0,0,0,-1,-1,-3,7,6,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,ss,101,-5.25,-5,-15.75,-10.5,-10.75,-2.06,13,25.98,49.09,25.17,48.28,0,126,42
L3,5,A,1000,C+3,a4,r12,g5,t18,0,27,4,67,1,0,0,0,0,0,11,11,6,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,ss,140,-7.75,-7.5,0.06,7.81,7.56,0.59,1,24.29,48.42,23.66,47.79,0,126,22
L2,5,A,1000,C+3,a4,r12,g5,t18,0,27,-1,67,1,0,0,0,0,-1,-2,7,6,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,ss,112,-7.25,-4.75,-9,-1.75,-4.25,-0.47,9,25.78,50.01,24.67,48.9,0,126,7.5
L3,6,A,1000,C+3,g3,r24,g3,t12,0,9,-2,14,5,1,0,0,-1,1,1,3,0,0,0,0,22.1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,tc,91,-0.75,-1.5,-1.25,-0.5,0.25,-0.78,6,22.48,44.3,22.54,44.36,0,126,4.5
L2,6,A,1000,C+3,g3,r24,g3,t12,0,9,-2,14,5,1,0,0,4,-1,-1,3,0,0,0,0,22.1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,tc,77,-2.5,-0.75,-2.75,-0.25,-2,-2.18,10,23.35,44.55,23.32,44.52,0,126,6.5
L1,6,A,1000,C+3,g3,r24,g3,t12,0,9,-1,14,5,1,0,0,0,-3,-3,3,0,0,0,0,22.1,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,tc,14,-1.75,-1.5,-3.75,-2,-2.25,-2.32,10,23.83,45.1,23.56,44.83,0,126,6.9
L1,4,A,1000,C+3,a1,r1,g2,t5,0,3,2,9.8,10,1,0,0,-1,-3,-3,1,0,0,0,0,0,22.9,0,FALSE,FALSE,FALSE,TRUE,FALSE,th,17,0.06,-1,-2.25,-2.31,-1.25,-2.03,6,22.84,43.5,22.75,43.41,31.2,125,41
L2,4,A,1000,C+3,a1,r1,g2,t5,0,3,-1,9.8,10,1,0,0,0,-2,-2,3,0,0,0,0,0,22.9,0,FALSE,FALSE,FALSE,TRUE,FALSE,th,80,-0.5,-0.75,-5.75,-5.25,-5,-2.32,8,22.16,42.42,22.55,42.81,2.2,125,12
